geração,radius,energia,pontos,velocidade,percepcao,distance,meanDistance
17,0.055967,9.403269,19.000000,0.283666,0.800000,0.976232,0.660986
17,0.040000,13.788015,13.000000,0.200000,0.800000,1.115594,0.660986
17,0.098531,9.477772,11.000000,0.200000,0.400000,0.800064,0.660986
18,0.091727,28.267082,89.000000,1.000000,0.800000,0.000000,0.672008
18,0.040000,19.499990,82.000000,1.000000,0.800000,0.517268,0.672008
18,0.099544,21.778500,70.000000,1.000000,0.400000,0.506074,0.672008
18,0.040000,16.214443,54.000000,0.845116,0.712816,0.550846,0.672008
18,0.100000,9.750000,53.000000,1.000000,0.400000,0.506798,0.672008
18,0.040000,21.387074,38.000000,0.495143,0.591665,0.768286,0.672008
18,0.100000,14.845768,36.000000,0.429741,0.800000,0.576229,0.672008
18,0.100000,14.423481,34.000000,0.502240,0.400000,0.710359,0.672008
18,0.100000,13.696660,25.000000,0.220309,0.486978,0.876277,0.672008
18,0.040000,13.900007,19.000000,0.200000,0.474455,1.035934,0.672008
19,0.091727,15.413666,78.000000,1.000000,0.800000,0.000000,0.478503
19,0.100000,21.000000,73.000000,1.000000,0.800000,0.082732,0.478503
19,0.100000,23.000000,67.000000,1.000000,0.400000,0.506798,0.478503
19,0.040000,25.999992,54.000000,1.000000,0.520458,0.624232,0.478503
19,0.100000,11.000000,54.000000,1.000000,0.400000,0.506798,0.478503
19,0.040000,14.960609,43.000000,0.720897,0.730688,0.594113,0.478503
19,0.040000,12.076878,42.000000,0.980592,0.670946,0.542186,0.478503
19,0.100000,15.264290,33.000000,0.739689,0.549219,0.415781,0.478503
19,0.100000,12.234253,29.000000,0.594265,0.770107,0.415766,0.478503
19,0.088978,18.818512,27.000000,0.515333,0.493889,0.618118,0.478503
20,0.091727,21.184349,76.000000,1.000000,0.800000,0.000000,0.381331
20,0.100000,18.750000,62.000000,1.000000,0.626052,0.232643,0.381331
20,0.088898,17.332870,59.000000,1.000000,0.679560,0.153185,0.381331
20,0.043584,21.711857,56.000000,1.000000,0.800000,0.481431,0.381331
20,0.100000,19.424459,54.000000,0.700415,0.800000,0.310799,0.381331
20,0.100000,14.750000,53.000000,1.000000,0.441892,0.455216,0.381331
20,0.040000,19.236439,45.000000,0.602998,0.708446,0.662022,0.381331
20,0.100000,13.042429,41.000000,0.750566,0.400000,0.564856,0.381331
20,0.081334,7.488136,29.000000,0.766975,0.800000,0.255149,0.381331
20,0.100000,12.341518,25.000000,0.834776,0.594252,0.316683,0.381331
21,0.095782,17.534683,67.000000,1.000000,0.620514,0.000000,0.356185
21,0.091727,21.808449,65.000000,1.000000,0.800000,0.227993,0.356185
21,0.090286,11.905705,64.000000,1.000000,0.739789,0.158903,0.356185
21,0.071693,18.501564,60.000000,0.850249,0.800000,0.361651,0.356185
21,0.090307,9.904262,57.000000,1.000000,0.739325,0.158285,0.356185
21,0.094516,17.624348,55.000000,0.999673,0.559884,0.076840,0.356185
21,0.071776,18.491354,51.000000,0.850999,0.799855,0.360676,0.356185
21,0.053138,17.885263,42.000000,0.767847,0.597556,0.486388,0.356185
21,0.052805,13.686864,24.000000,0.296395,0.579239,0.826092,0.356185
21,0.074752,10.686971,15.000000,0.510123,0.724873,0.548841,0.356185
22,0.095782,27.929245,79.000000,1.000000,0.620514,0.000000,0.186353
22,0.090972,26.133684,58.000000,1.000000,0.769103,0.191864,0.186353
22,0.080912,15.059286,56.000000,0.924749,0.769637,0.250041,0.186353
22,0.081777,11.018220,52.000000,0.926247,0.800000,0.274572,0.186353
22,0.083045,12.976619,52.000000,0.925541,0.680771,0.165656,0.186353
22,0.071719,11.614417,51.000000,0.884676,0.667703,0.273280,0.186353
22,0.081057,17.051029,51.000000,0.925221,0.768982,0.248431,0.186353
22,0.093854,18.011215,45.000000,1.000000,0.711120,0.114888,0.186353
22,0.093014,18.046911,34.000000,1.000000,0.679684,0.078973,0.186353
22,0.093118,8.042469,22.000000,1.000000,0.680411,0.079468,0.186353
23,0.088311,18.524021,70.000000,0.962358,0.693418,0.000000,0.103337
23,0.095782,17.929245,65.000000,1.000000,0.620514,0.123710,0.103337
23,0.086527,18.594961,65.000000,0.962258,0.784495,0.115235,0.103337
23,0.081284,20.923172,59.000000,0.943742,0.718641,0.079231,0.103337
23,0.086867,16.582602,53.000000,0.962115,0.724406,0.041340,0.103337
23,0.076629,15.337508,51.000000,0.904174,0.735164,0.140550,0.103337
23,0.081590,17.022192,48.000000,0.926692,0.799319,0.152683,0.103337
23,0.081337,11.046446,43.000000,0.924342,0.784164,0.138474,0.103337
23,0.087454,16.566265,32.000000,0.961169,0.738874,0.057475,0.103337
23,0.081183,14.946836,14.000000,0.940690,0.719534,0.081333,0.103337
24,0.088311,24.888269,76.000000,0.962358,0.693418,0.000000,0.082760
24,0.081398,19.653633,64.000000,0.924304,0.793890,0.148321,0.082760
24,0.088380,24.894075,59.000000,0.961433,0.690528,0.003794,0.082760
24,0.078894,9.883965,52.000000,0.913644,0.769158,0.142139,0.082760
24,0.091084,10.501472,51.000000,0.982791,0.669514,0.045603,0.082760
24,0.086429,21.070982,49.000000,0.955234,0.679595,0.026519,0.082760
24,0.086231,15.103788,48.000000,0.953146,0.676502,0.031059,0.082760
24,0.083731,11.322061,45.000000,0.945463,0.792199,0.132776,0.082760
24,0.080975,9.572615,37.000000,0.935317,0.749808,0.105268,0.082760
24,0.081658,5.546287,19.000000,0.934162,0.759085,0.109356,0.082760
25,0.088311,15.501683,78.000000,0.962358,0.693418,0.000000,0.061187
25,0.079924,20.282825,71.000000,0.919572,0.779988,0.143436,0.061187
25,0.085833,17.704762,65.000000,0.953861,0.744789,0.069351,0.061187
25,0.084487,17.858435,59.000000,0.944072,0.742003,0.074058,0.061187
25,0.086669,23.630743,55.000000,0.957391,0.681711,0.022544,0.061187
25,0.083506,15.931249,53.000000,0.941220,0.726455,0.066791,0.061187
25,0.084048,11.949944,40.000000,0.936019,0.726515,0.064978,0.061187
25,0.083817,11.910877,34.000000,0.941821,0.737498,0.074009,0.061187
25,0.085794,9.671402,27.000000,0.957779,0.710052,0.032968,0.061187
25,0.088357,13.516731,18.000000,0.960498,0.692078,0.002545,0.061187
26,0.086912,19.213169,73.000000,0.958096,0.704613,0.000000,0.033905
26,0.081681,13.729843,64.000000,0.933439,0.764047,0.094144,0.033905
26,0.085874,23.300148,60.000000,0.955068,0.714094,0.016037,0.033905
26,0.088311,13.092750,57.000000,0.962358,0.693418,0.020242,0.033905
26,0.085653,15.298767,54.000000,0.956440,0.741750,0.048124,0.033905
26,0.086084,13.330151,48.000000,0.950858,0.718939,0.021014,0.033905
26,0.088756,11.113373,43.000000,0.957924,0.696281,0.021180,0.033905
26,0.084703,19.503511,42.000000,0.940616,0.731546,0.043895,0.033905
26,0.085237,11.432938,30.000000,0.944990,0.701039,0.021725,0.033905
26,0.086372,13.244568,29.000000,0.957928,0.719002,0.018779,0.033905
27,0.084393,26.266518,78.000000,0.940631,0.725346,0.000000,0.026842
27,0.086912,20.010979,72.000000,0.958096,0.704613,0.040138,0.026842
27,0.083572,22.260408,63.000000,0.946011,0.742716,0.023827,0.026842
27,0.084508,14.270027,59.000000,0.939546,0.741749,0.020565,0.026842
27,0.084118,12.270885,53.000000,0.941617,0.731809,0.008590,0.026842
27,0.085331,12.178246,45.000000,0.946440,0.741791,0.023331,0.026842
27,0.082388,14.314240,40.000000,0.945905,0.755476,0.042992,0.026842
27,0.087250,20.004141,39.000000,0.957058,0.707921,0.039504,0.026842
27,0.083757,8.264744,31.000000,0.944419,0.739255,0.018896,0.026842
27,0.084545,12.189308,20.000000,0.949449,0.742931,0.023733,0.026842
28,0.083510,19.981205,73.000000,0.935399,0.748345,0.000000,0.032091
28,0.086422,19.711643,60.000000,0.949843,0.720649,0.047487,0.032091
28,0.084720,21.698509,60.000000,0.960803,0.706616,0.059267,0.032091
28,0.083563,15.863209,59.000000,0.948732,0.745162,0.013924,0.032091
28,0.084660,13.883833,57.000000,0.940215,0.726624,0.029874,0.032091
28,0.084393,17.893169,50.000000,0.940631,0.725346,0.030524,0.032091
28,0.084418,11.996395,44.000000,0.928595,0.728309,0.027494,0.032091
28,0.082615,7.909430,43.000000,0.948812,0.744821,0.016716,0.032091
28,0.082114,16.022423,35.000000,0.938470,0.745646,0.014695,0.032091
28,0.085885,13.764788,19.000000,0.946882,0.715461,0.048843,0.032091
29,0.083510,17.433187,67.000000,0.935399,0.748345,0.000000,0.031802
29,0.086109,19.175640,65.000000,0.946793,0.733048,0.034219,0.031802
29,0.084895,17.222807,63.000000,0.948867,0.726754,0.033190,0.031802
29,0.084299,11.185876,59.000000,0.955888,0.735688,0.027062,0.031802
29,0.083861,21.262194,58.000000,0.950754,0.728012,0.029902,0.031802
29,0.083519,15.423477,57.000000,0.936345,0.754615,0.007895,0.031802
29,0.084424,11.304513,44.000000,0.943334,0.738128,0.017596,0.031802
29,0.083985,13.056391,39.000000,0.970465,0.703960,0.065806,0.031802
29,0.082781,9.424366,28.000000,0.940415,0.735140,0.018730,0.031802
29,0.085868,17.133577,20.000000,0.952244,0.713979,0.051818,0.031802
30,0.083510,26.885170,78.000000,0.935399,0.748345,0.000000,0.031345
30,0.086125,14.628206,72.000000,0.943942,0.718734,0.046117,0.031345
30,0.083270,14.782738,64.000000,0.946077,0.723569,0.032847,0.031345
30,0.082452,17.018684,63.000000,0.929014,0.755943,0.015588,0.031345
30,0.084219,22.556826,57.000000,0.960887,0.727543,0.037095,0.031345
30,0.084388,16.619785,52.000000,0.954356,0.718590,0.042659,0.031345
30,0.085531,12.633066,39.000000,0.946789,0.740219,0.025320,0.031345
30,0.084732,8.694244,30.000000,0.945801,0.730726,0.027250,0.031345
30,0.082969,6.888671,24.000000,0.938126,0.739115,0.013036,0.031345
30,0.085854,6.577717,21.000000,0.949866,0.722773,0.042191,0.031345
31,0.084156,25.854233,76.000000,0.960125,0.723865,0.000000,0.233757
31,0.083510,12.327755,66.000000,0.935399,0.748345,0.039869,0.233757
31,0.084589,15.965093,65.000000,0.951132,0.721932,0.010266,0.233757
31,0.084476,16.066040,65.000000,0.945763,0.714110,0.019110,0.233757
31,0.085101,7.969149,59.000000,0.948026,0.728270,0.016305,0.233757
31,0.081582,10.636774,53.000000,0.927131,0.746846,0.050758,0.233757
31,0.084176,14.135595,41.000000,0.943287,0.736634,0.023203,0.233757
31,0.087995,10.030577,37.000000,0.655449,0.771812,0.312879,0.233757
31,0.094571,17.143078,34.000000,0.293763,0.484556,0.737812,0.233757
31,0.051999,9.772972,4.000000,0.203915,0.442986,0.893607,0.233757
32,0.084156,19.151329,73.000000,0.960125,0.723865,0.000000,0.096877
32,0.084549,15.244778,67.000000,0.948618,0.718933,0.013633,0.096877
32,0.084089,19.240200,58.000000,0.951668,0.729199,0.010790,0.096877
32,0.082606,13.525408,56.000000,0.930962,0.748973,0.045563,0.096877
32,0.085607,24.621132,52.000000,0.794677,0.759276,0.171880,0.096877
32,0.083617,17.440426,52.000000,0.934060,0.749616,0.041769,0.096877
32,0.089406,21.812748,45.000000,0.625640,0.603517,0.370496,0.096877
32,0.084635,14.682617,44.000000,0.791920,0.759883,0.174192,0.096877
32,0.083398,7.405746,34.000000,0.938836,0.737229,0.028104,0.096877
32,0.084407,5.276451,19.000000,0.946250,0.728948,0.015465,0.096877
33,0.084156,27.138977,85.000000,0.960125,0.723865,0.000000,0.057417
33,0.083951,7.161619,68.000000,0.960299,0.722700,0.002526,0.057417
33,0.086840,14.395554,68.000000,0.790879,0.668918,0.184612,0.057417
33,0.084050,15.231094,56.000000,0.863256,0.751419,0.102816,0.057417
33,0.083404,9.375027,47.000000,0.859453,0.755001,0.108196,0.057417
33,0.083339,3.652367,47.000000,0.941741,0.741468,0.029815,0.057417
33,0.083982,7.272438,43.000000,0.955197,0.724532,0.005293,0.057417
33,0.083017,11.749546,43.000000,0.939126,0.739008,0.030482,0.057417
33,0.082755,3.904645,30.000000,0.933466,0.750206,0.044622,0.057417
33,0.084051,1.339449,13.000000,0.951818,0.723391,0.008395,0.057417
34,0.084156,22.121063,69.000000,0.960125,0.723865,0.000000,0.061546
34,0.084243,22.156317,66.000000,0.955257,0.731508,0.010759,0.061546
34,0.084025,16.142426,59.000000,0.958225,0.722432,0.002923,0.061546
34,0.085155,13.063236,57.000000,0.830510,0.706869,0.131723,0.061546
34,0.084961,17.093430,55.000000,0.827173,0.715522,0.133603,0.061546
34,0.084284,14.500609,55.000000,0.911255,0.737993,0.051979,0.061546
34,0.084298,16.123707,43.000000,0.958993,0.728375,0.005921,0.061546
34,0.083944,14.849289,34.000000,0.866415,0.750969,0.099670,0.061546
34,0.084128,12.240616,33.000000,0.945373,0.732224,0.018080,0.061546
34,0.084507,16.825790,29.000000,0.866734,0.750599,0.099252,0.061546
35,0.083945,19.954302,79.000000,0.936089,0.726799,0.000000,0.027931
35,0.084156,13.733170,66.000000,0.960125,0.723865,0.024406,0.027931
35,0.085124,14.240612,61.000000,0.896090,0.713826,0.044741,0.027931
35,0.084709,19.739716,60.000000,0.956256,0.723898,0.021866,0.027931
35,0.083893,13.931732,49.000000,0.938992,0.734331,0.009866,0.027931
35,0.083466,22.262609,43.000000,0.902292,0.742008,0.039072,0.027931
35,0.084718,25.748020,43.000000,0.955275,0.723348,0.021126,0.027931
35,0.084652,11.713133,41.000000,0.959555,0.727939,0.024548,0.027931
35,0.084321,10.324451,33.000000,0.890251,0.722790,0.046263,0.027931
35,0.084065,7.778424,25.000000,0.955537,0.726690,0.019486,0.027931
36,0.083945,18.828081,71.000000,0.936089,0.726799,0.000000,0.019361
