geração,radius,energia,pontos,velocidade,percepcao,distance,meanDistance
33,0.051317,22.339624,56.000000,0.766992,0.515002,0.010926,0.123546
33,0.051561,18.358654,55.000000,0.760780,0.509804,0.019999,0.123546
33,0.053580,22.660492,54.000000,0.674208,0.486161,0.111409,0.123546
33,0.051342,18.311966,52.000000,0.773169,0.518487,0.004178,0.123546
33,0.058494,14.669123,44.000000,0.643176,0.474284,0.160331,0.123546
33,0.055869,18.971041,43.000000,0.578674,0.475622,0.208500,0.123546
33,0.060557,17.427517,33.000000,0.414592,0.442226,0.383985,0.123546
33,0.055835,10.924208,28.000000,0.591870,0.479507,0.194750,0.123546
34,0.051355,29.462608,68.000000,0.773882,0.521779,0.000000,0.082123
34,0.054913,13.726863,61.000000,0.708353,0.496970,0.080754,0.082123
34,0.051178,13.525762,60.000000,0.765516,0.513246,0.013671,0.082123
34,0.053719,11.965226,60.000000,0.677589,0.496940,0.103900,0.082123
34,0.053470,15.995040,58.000000,0.674169,0.496388,0.106759,0.082123
34,0.053523,25.968657,42.000000,0.678260,0.498267,0.102358,0.082123
34,0.055666,20.418684,40.000000,0.586800,0.478250,0.199546,0.082123
34,0.051362,11.503354,39.000000,0.767590,0.516933,0.008734,0.082123
34,0.051632,19.518240,39.000000,0.763298,0.511631,0.016751,0.082123
34,0.053872,15.974853,33.000000,0.675024,0.496949,0.106629,0.082123
35,0.051622,21.094170,74.000000,0.769755,0.515980,0.000000,0.053079
35,0.051453,23.104540,62.000000,0.769644,0.520292,0.005650,0.053079
35,0.054340,19.921947,54.000000,0.634462,0.484240,0.143586,0.053079
35,0.051484,19.109810,52.000000,0.768717,0.518594,0.003698,0.053079
35,0.052331,13.399191,52.000000,0.723288,0.504453,0.049163,0.053079
35,0.052267,17.439102,52.000000,0.718159,0.505033,0.053767,0.053079
35,0.051355,15.078173,51.000000,0.773882,0.521779,0.008759,0.053079
35,0.053787,17.653267,37.000000,0.677689,0.494809,0.098209,0.053079
35,0.053754,13.694000,36.000000,0.671990,0.498750,0.102354,0.053079
35,0.051123,13.094851,30.000000,0.773417,0.524687,0.012522,0.053079
36,0.052442,13.024952,67.000000,0.726447,0.508897,0.000000,0.031976
36,0.051622,20.711826,63.000000,0.769755,0.515980,0.044957,0.031976
36,0.052328,14.886058,59.000000,0.744016,0.506221,0.017921,0.031976
36,0.052818,21.216623,51.000000,0.700152,0.504969,0.027012,0.031976
36,0.053029,18.991722,47.000000,0.726439,0.505933,0.006944,0.031976
36,0.053144,19.229759,47.000000,0.696347,0.499507,0.033062,0.031976
36,0.053223,19.229418,44.000000,0.695878,0.506663,0.031674,0.031976
36,0.051385,14.728628,43.000000,0.769565,0.518713,0.046060,0.031976
36,0.052843,15.249283,42.000000,0.695865,0.503940,0.031459,0.031976
36,0.052750,13.355599,37.000000,0.682887,0.491657,0.048697,0.031976
37,0.052879,16.351606,58.000000,0.720794,0.508106,0.000000,0.022001
37,0.051825,18.460815,58.000000,0.703559,0.511278,0.020591,0.022001
37,0.053679,16.328613,56.000000,0.720375,0.501755,0.011279,0.022001
37,0.052442,22.339508,55.000000,0.726447,0.508897,0.007217,0.022001
37,0.052740,20.282207,54.000000,0.736784,0.501536,0.018030,0.022001
37,0.051850,24.443138,51.000000,0.707422,0.498583,0.020653,0.022001
37,0.053938,12.476402,44.000000,0.686139,0.495730,0.039401,0.022001
37,0.051922,24.432205,44.000000,0.709402,0.502529,0.016430,0.022001
37,0.051992,10.469147,41.000000,0.700525,0.497966,0.025500,0.022001
37,0.052267,18.510052,39.000000,0.689285,0.490513,0.038910,0.022001
38,0.052879,22.351604,64.000000,0.720794,0.508106,0.000000,0.026753
38,0.053351,24.345230,61.000000,0.718984,0.503819,0.007367,0.026753
38,0.051111,20.441681,58.000000,0.712844,0.512815,0.020263,0.026753
38,0.052965,20.374695,53.000000,0.715150,0.483220,0.031626,0.026753
38,0.050781,18.501511,53.000000,0.701298,0.505357,0.028849,0.026753
